ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais
2031,51,MT,Mato Grosso,4224343,899987,2886136,634824,438220,79181,0.213047804120073,0.683215354434997,0.150277569790143,0.10373684144493,0.018743979833077
2032,51,MT,Mato Grosso,4276351,900352,2917692,659867,458307,84165,0.210542118736278,0.682285434474392,0.154306089467399,0.10717244678933,0.0196814994840227
2033,51,MT,Mato Grosso,4327036,897778,2950618,685177,478640,89462,0.20748105631661,0.681902808296488,0.158347885249857,0.110616135386902,0.0206751226474658
2034,51,MT,Mato Grosso,4376435,894274,2982906,710813,499255,95083,0.204338462698521,0.681583526317654,0.162418269664693,0.114078010983826,0.0217261309718984
2035,51,MT,Mato Grosso,4424535,891599,3012764,737044,520172,101082,0.201512475322266,0.680922176002676,0.166581120953953,0.117565348675059,0.0228457905746028
2036,51,MT,Mato Grosso,4471290,889395,3040548,764231,541347,107443,0.198912394409667,0.680015834356528,0.170919578018872,0.121071771233805,0.0240295306276265
2037,51,MT,Mato Grosso,4516616,886735,3067106,792565,562775,114148,0.196327294594006,0.679071676671207,0.175477614213827,0.124601028734787,0.0252729034303558
2038,51,MT,Mato Grosso,4560545,883754,3092421,822104,584370,121158,0.193782541341002,0.678081457369678,0.180264420151539,0.12813600128932,0.0265665616719054
2039,51,MT,Mato Grosso,4603091,880927,3115981,852690,606183,128493,0.191377272358943,0.676932304836033,0.185242916118756,0.131690422805024,0.0279145035368625
2040,51,MT,Mato Grosso,4644239,878428,3137333,884021,628478,136173,0.189143581973279,0.67553220236943,0.190347869694045,0.135324215657291,0.0293208424458776
2041,51,MT,Mato Grosso,4684079,876057,3156424,915602,651598,144138,0.187028656006869,0.673862246986014,0.195471084070102,0.139109097007117,0.0307718977412635
2042,51,MT,Mato Grosso,4722754,873826,3173196,947062,675732,152332,0.185024669927758,0.67189525433677,0.200531723651073,0.143080075735471,0.0322549088942596
2043,51,MT,Mato Grosso,4760300,871786,3187576,978293,700938,160717,0.183136777093881,0.66961662080121,0.205510787135265,0.147246602104909,0.0337619477764006
2044,51,MT,Mato Grosso,4796692,869902,3199714,1009293,727076,169311,0.181354566855658,0.667066803538772,0.210414385580729,0.15157862960557,0.035297450826528
2045,51,MT,Mato Grosso,4831901,868115,3209934,1039907,753852,178072,0.179663242272555,0.664321143996949,0.215216950843985,0.156015613730497,0.0368534040742971
2046,51,MT,Mato Grosso,4865883,866409,3218675,1069957,780799,186895,0.178057918778565,0.661478091437875,0.219889586329963,0.16046398978356,0.0384092671360984
2047,51,MT,Mato Grosso,4898611,864776,3226256,1099330,807579,195718,0.176534940210603,0.658606286557557,0.224416676482374,0.164858773231841,0.0399537746516308
2048,51,MT,Mato Grosso,4930087,863189,3232817,1127869,834081,204547,0.175085956900963,0.655732241641983,0.228772636263823,0.169181801457053,0.0414895315234802
2049,51,MT,Mato Grosso,4960272,861551,3238401,1155584,860320,213416,0.173690273436618,0.65286762500121,0.23296786950393,0.173442101562172,0.0430250599160691
2050,51,MT,Mato Grosso,4989125,859785,3243194,1182661,886146,222354,0.172331821712224,0.650052664545386,0.237047778919149,0.17761551374239,0.0445677348232405
2051,51,MT,Mato Grosso,5016637,857920,3247321,1209369,911396,231348,0.171014964806104,0.647310339576095,0.241071658164623,0.181674695617801,0.0461161531121347
2052,51,MT,Mato Grosso,5042800,855983,3250849,1235897,935968,240413,0.16974359482827,0.644651582454192,0.24508150233997,0.185604822717538,0.0476745062266994
2053,51,MT,Mato Grosso,5067585,853905,3253977,1262296,959703,249501,0.168503340348509,0.642115919121238,0.249092220456095,0.189380740530253,0.0492346946326505
2054,51,MT,Mato Grosso,5090934,851556,3256760,1288427,982618,258667,0.167269110147568,0.639717584238963,0.253082636702813,0.193013305613469,0.0508093406828688
2055,51,MT,Mato Grosso,5112806,848896,3259004,1314118,1004906,268112,0.16603328974344,0.637419843428442,0.257024811815664,0.196546866828117,0.0524393063222035
2056,51,MT,Mato Grosso,5133213,845982,3260406,1339098,1026825,278085,0.164805551610658,0.635158915088854,0.26086936193764,0.200035533300488,0.0541736725127128
2057,51,MT,Mato Grosso,5152176,842852,3260768,1363167,1048556,288731,0.163591461161265,0.632891422963812,0.264580829536879,0.203517115874924,0.0560405933337681
2058,51,MT,Mato Grosso,5169662,839431,3260072,1386305,1070159,300077,0.162376379732369,0.630616082830947,0.268161632230502,0.207007537436683,0.058045767789074
2059,51,MT,Mato Grosso,5185637,835669,3258471,1408543,1091497,312017,0.16115069373348,0.628364654139887,0.271623910427976,0.210484652126634,0.060169464233613
2060,51,MT,Mato Grosso,5200094,831575,3256118,1429813,1112401,324322,0.159915378452774,0.626165219321035,0.274959068047616,0.213919402226191,0.0623684879542562
2061,51,MT,Mato Grosso,5213059,827219,3253228,1449434,1132612,336649,0.158682071313599,0.624053554736288,0.27803905537996,0.217264373950113,0.064578014559206
2062,51,MT,Mato Grosso,5224557,822640,3249984,1467480,1151933,348741,0.157456412093887,0.622059248276935,0.280881230695732,0.220484339629178,0.066750348402745
2063,51,MT,Mato Grosso,5234598,817813,3246429,1484201,1170356,360523,0.156232245532513,0.620186879680159,0.283536768248488,0.223580874787328,0.0688731016211751
2064,51,MT,Mato Grosso,5243192,812777,3242501,1499932,1187914,372006,0.155015685101747,0.618421183126614,0.286072300995272,0.226563131771638,0.0709502913492392
2065,51,MT,Mato Grosso,5250347,807581,3238222,1514935,1204544,383084,0.153814785956052,0.616763425350743,0.288539976500601,0.229421788693204,0.0729635584086157
2066,51,MT,Mato Grosso,5256097,802253,3234250,1532596,1219594,393651,0.152632837635987,0.615333012309324,0.291584420911562,0.232034150054689,0.0748941657659666
2067,51,MT,Mato Grosso,5260473,796803,3230507,1546898,1233163,403640,0.151469839309127,0.614109605733173,0.294060629148748,0.234420554957701,0.07673074265375
2068,51,MT,Mato Grosso,5263493,791268,3226749,1559872,1245476,412946,0.150331348403047,0.613043277534519,0.296356810961846,0.236625374062433,0.0784547447863995
2069,51,MT,Mato Grosso,5265186,785724,3222585,1573094,1256877,421601,0.14923005569034,0.612055300610463,0.298772730915869,0.238714643699197,0.0800733345412679
2070,51,MT,Mato Grosso,5265603,780239,3217720,1584543,1267644,429779,0.148176571610127,0.611082909212867,0.300923370029985,0.240740519177006,0.0816200917539739
2000,52,GO,Goiás,5142445,1539531,3351911,380121,251003,45862,0.299377241759513,0.651812707768386,0.0739183404003349,0.0488100504721003,0.0089183258158327
2001,52,GO,Goiás,5253910,1545795,3446391,395177,261724,47795,0.294218020483792,0.655966889421402,0.075215791667539,0.0498150900948056,0.0090970343991427
2002,52,GO,Goiás,5363945,1550201,3540636,410555,273108,49598,0.289003895453812,0.660080593667534,0.076539748263638,0.0509155108786537,0.0092465526771807
2003,52,GO,Goiás,5472469,1553085,3634370,426359,285014,51362,0.283799688952098,0.664118883085496,0.0779098063415252,0.052081427962406,0.0093855259847063
2004,52,GO,Goiás,5579832,1554580,3727871,442958,297381,53222,0.278606954474615,0.668097354902441,0.0793855442242705,0.0532956906229435,0.0095382800055628
2005,52,GO,Goiás,5686497,1554449,3821837,460746,310211,55285,0.273357921405744,0.672089864814841,0.0810245745315614,0.0545522137794146,0.0097221540783368
2006,52,GO,Goiás,5793069,1552748,3916855,479862,323466,57593,0.268035474806187,0.676127800307574,0.0828338139939296,0.0558367248862391,0.0099417079271798
2007,52,GO,Goiás,5896546,1546515,4012901,500236,337130,60120,0.262274728290087,0.680551122640271,0.0848354273840991,0.0571741490696418,0.0101957993713608
2008,52,GO,Goiás,5998618,1538213,4109195,521796,351210,62834,0.256427897225661,0.685023617106474,0.0869860357835755,0.0585484856678655,0.0104747460164991
2009,52,GO,Goiás,6099136,1528515,4204746,544558,365875,65692,0.25061172598873,0.689400269152877,0.0892844494695642,0.0599880048583931,0.0107707058835874
2010,52,GO,Goiás,6184917,1516092,4287534,568527,381291,68641,0.245127299202237,0.693224177462689,0.0919215245734098,0.0616485233350747,0.0110981279134385
2011,52,GO,Goiás,6263998,1504708,4361775,593680,397515,71673,0.240215274653664,0.696324456042291,0.0947765308992755,0.0634602693040451,0.0114420534617029
2012,52,GO,Goiás,6351217,1495250,4441261,620216,414706,74884,0.235427320464724,0.699277162156481,0.0976530954618619,0.0652955173787953,0.0117904962151348
2013,52,GO,Goiás,6441772,1486883,4521802,648399,433087,78431,0.230818942365548,0.70195002244724,0.100655378675309,0.0672310351872125,0.0121753765889262
2014,52,GO,Goiás,6535659,1482173,4600861,678211,452625,82356,0.226782486662783,0.703962829150052,0.103770866870502,0.0692546841871646,0.0126010246250608
2015,52,GO,Goiás,6630429,1481152,4675795,709831,473482,86709,0.223387053839201,0.705202483881511,0.107056572055896,0.0714104622792884,0.0130774343560575
2016,52,GO,Goiás,6720503,1479033,4745735,743355,495735,91575,0.220077723348981,0.706157708731028,0.110610024279433,0.0737645679199905,0.0136262122046519
2017,52,GO,Goiás,6805532,1475902,4810160,778800,519470,96937,0.216867983281836,0.70680146680671,0.114436314457121,0.0763305499114544,0.0142438533828068
2018,52,GO,Goiás,6888446,1475202,4868711,815850,544533,102559,0.214155993964386,0.706793810969847,0.118437453091742,0.0790501950657666,0.0148885539641307
2019,52,GO,Goiás,6974736,1475643,4928238,854299,570855,108209,0.211569728230574,0.706584163185531,0.122484779352222,0.0818461085838948,0.0155144223379924
2020,52,GO,Goiás,7060290,1474940,4988522,891976,596828,113195,0.208906433021873,0.706560495390416,0.12633702015073,0.084533071587711,0.0160326275549588
2021,52,GO,Goiás,7133954,1472034,5041643,926060,620277,116817,0.206341952863727,0.706710892725128,0.129810200626469,0.0869471544111442,0.0163747901934888
2022,52,GO,Goiás,7201254,1469954,5085584,962182,645716,120629,0.204124726054657,0.706208113198062,0.133613117937515,0.089667160747281,0.0167511102927351
2023,52,GO,Goiás,7274463,1469059,5128770,1004620,676634,126078,0.201947415225014,0.705037608961651,0.138102290162174,0.093014975813335,0.0173315885997358
2024,52,GO,Goiás,7350483,1468463,5171907,1049662,710113,132556,0.199777756101198,0.703614578797067,0.142801772346117,0.0966076651017355,0.0180336448638817
2025,52,GO,Goiás,7423629,1466456,5212280,1095819,744893,139647,0.197538966454277,0.702120216406289,0.147612306595602,0.100340817139434,0.0188111501800534
2026,52,GO,Goiás,7495033,1460474,5253717,1142787,780842,147260,0.194858915230927,0.700959822324998,0.152472577505663,0.104181262444075,0.0196476786693267
2027,52,GO,Goiás,7564776,1452154,5294755,1190351,817867,155308,0.191962590828863,0.699922244888679,0.157354427943405,0.108115164282459,0.0205304162344001
2028,52,GO,Goiás,7632921,1442049,5334939,1238420,855933,163758,0.18892492140296,0.69893806054065,0.162247192129985,0.11213701805639,0.0214541720004701
2029,52,GO,Goiás,7699569,1427480,5377063,1287088,895026,172756,0.18539739042536,0.698358960092442,0.167163642536355,0.116243649482198,0.0224371000506652
2030,52,GO,Goiás,7764794,1409088,5420663,1336464,935043,182450,0.181471395120077,0.698107766928524,0.172118410353192,0.1204208379514,0.0234970818285714
2031,52,GO,Goiás,7828105,1392390,5460007,1386638,975708,192760,0.177870634080662,0.697487706156215,0.177135845776213,0.124641659763123,0.0246240948479868
2032,52,GO,Goiás,7888942,1377294,5494836,1437667,1016812,203626,0.174585388002599,0.696523817769227,0.182238251973459,0.128890794228174,0.0258115727051866
2033,52,GO,Goiás,7947319,1359742,5529325,1489393,1058252,215060,0.171094428196477,0.69574720732866,0.187408231631321,0.133158364474863,0.0270606980794404
2034,52,GO,Goiás,8003283,1342002,5561172,1541804,1100109,227186,0.167681437729992,0.694861346275022,0.19264644271607,0.137457215994986,0.0283866008486767
2035,52,GO,Goiás,8056841,1327167,5587183,1595204,1142491,240129,0.164725479874805,0.693470679140869,0.197993729800551,0.141803840984326,0.0298043612875071
2036,52,GO,Goiás,8107945,1315076,5607405,1649892,1185464,253842,0.16219596950892,0.691593862563202,0.203490773556061,0.146210167927878,0.031307809808774
2037,52,GO,Goiás,8156542,1304474,5622989,1706018,1229079,268259,0.159929783969726,0.689383932553771,0.209159469785112,0.150686283476503,0.0328888148923894
2038,52,GO,Goiás,8202616,1292791,5636650,1763605,1273175,283261,0.157607158496753,0.687177115203247,0.215005188588616,0.1552157263,0.034533007518577
2039,52,GO,Goiás,8246208,1281571,5646891,1822351,1317746,298842,0.15541337303158,0.684786389089385,0.220992606541091,0.159800237879035,0.0362399299168782
2040,52,GO,Goiás,8287291,1272357,5651843,1881677,1363091,314999,0.15353111167449,0.681989204916299,0.227055741134226,0.164479683409211,0.0380098876701687
2041,52,GO,Goiás,8325830,1263869,5652460,1940726,1409501,331628,0.151800961585812,0.678906487401256,0.233097000539286,0.169292551012932,0.0398312240341203
2042,52,GO,Goiás,8361856,1255980,5648735,1998840,1457141,348662,0.15020349549191,0.67553602932172,0.23904262402988,0.17426047518637,0.041696723789551
2043,52,GO,Goiás,8395379,1248639,5640695,2055808,1506045,366042,0.148729318831228,0.671880924017844,0.244873757337221,0.179389757150928,0.0436004139896484
2044,52,GO,Goiás,8426419,1241776,5628724,2111600,1555919,383766,0.14736698946492,0.667985297194455,0.250592808166791,0.184647713340625,0.0455431898176438
2045,52,GO,Goiás,8454944,1235268,5613452,2165922,1606224,401775,0.146100080615555,0.663925390871897,0.256172246676028,0.189974528512548,0.0475195341329286
2046,52,GO,Goiás,8480887,1228990,5595749,2218433,1656148,419872,0.14491290828424,0.659807046126189,0.261580304041311,0.195280045589571,0.0495080290540364
2047,52,GO,Goiás,8504198,1222854,5576289,2268908,1705055,437921,0.143794159072966,0.655710156325147,0.266798585827846,0.200495684601887,0.0514946853307037
2048,52,GO,Goiás,8524915,1216821,5555334,2317083,1752760,455870,0.142737024357428,0.651658579587011,0.271801302417678,0.205604396055562,0.0534750199855365
2049,52,GO,Goiás,8543021,1210789,5532980,2363004,1799252,473798,0.141728435409441,0.647660821622702,0.276600514033619,0.210610742967856,0.0554602405870242
2050,52,GO,Goiás,8558477,1204650,5509569,2407066,1844258,491821,0.14075518342808,0.643755775706355,0.281249339105544,0.215489040865565,0.0574659486728772
2051,52,GO,Goiás,8571243,1198343,5485426,2449855,1887474,510028,0.139809710213559,0.639980222238478,0.285822604726059,0.220210067547962,0.0595045549402811
2052,52,GO,Goiás,8581327,1191885,5460737,2491791,1928705,528488,0.138892854217069,0.636351114460502,0.290373621702098,0.224756031322428,0.0615858130100391
2053,52,GO,Goiás,8588731,1185219,5435815,2532888,1967697,547112,0.137996986982128,0.632900832497839,0.2949082932042,0.229102180520033,0.0637011451400678
2054,52,GO,Goiás,8593405,1178201,5410691,2572987,2004513,565922,0.137105256880131,0.629632956901252,0.299414143753262,0.233261786218618,0.0658553856125715
2055,52,GO,Goiás,8595328,1170779,5385001,2612058,2039548,585160,0.13621109049009,0.626503258514393,0.303892765930515,0.237285650995518,0.0680788446933032
2056,52,GO,Goiás,8594509,1163014,5358117,2650006,2073378,605058,0.135320586667604,0.623434916410001,0.308337102212587,0.241244496922395,0.0704005313159833
2057,52,GO,Goiás,8591041,1154989,5329629,2686723,2106423,625749,0.134441099745654,0.620370569759823,0.312735441490734,0.245188330494523,0.0728373895550027
2058,52,GO,Goiás,8584928,1146661,5299555,2722289,2138712,647255,0.133566757927382,0.617309195837169,0.317100970444947,0.249124046235449,0.0753943422705467
2059,52,GO,Goiás,8576156,1137954,5268110,2756636,2170092,669364,0.132688118079942,0.614274040724073,0.321430253834002,0.253037841195986,0.0780494198099941
2060,52,GO,Goiás,8564760,1128898,5235323,2789030,2200539,691663,0.131807312755991,0.611263246138829,0.325640181394458,0.25692944110518,0.0807568454924598
2061,52,GO,Goiás,8550848,1119625,5201241,2818879,2229982,713544,0.130937305867208,0.608271951507032,0.32966075411468,0.260790742625761,0.0834471621995854
2062,52,GO,Goiás,8534528,1110233,5165984,2846154,2258311,734547,0.130087217477053,0.605304007438959,0.333486983697282,0.264608775083988,0.0860676770877077
2063,52,GO,Goiás,8515843,1100725,5129510,2870946,2285608,754542,0.129256140584085,0.602349056928363,0.337129982316489,0.268394802487552,0.0886044986973104
2064,52,GO,Goiás,8494839,1091116,5091893,2893434,2311830,773555,0.128444576760078,0.599410183053499,0.340610810869988,0.272145240186424,0.0910617611469741
2065,52,GO,Goiás,8471590,1081496,5053825,2913714,2336269,791410,0.127661513364079,0.596561566364756,0.343939449383174,0.275776920271165,0.0934192990926143
2066,52,GO,Goiás,8446205,1071960,5015867,2932226,2358378,807918,0.126916171227196,0.593860437912648,0.347164910157876,0.279223390860156,0.095654557283419
2067,52,GO,Goiás,8418786,1062558,4978078,2946161,2378150,822982,0.126212734235079,0.59130591987966,0.349950812385539,0.282481345885262,0.0977554245944724
2068,52,GO,Goiás,8389411,1053327,4940378,2957793,2395706,836472,0.125554344637544,0.588882580672231,0.352562653087326,0.285563074690226,0.0997056885161545
2069,52,GO,Goiás,8358153,1044356,4902558,2967181,2411239,848486,0.124950572213741,0.586559973238107,0.355004389127598,0.288489454548152,0.10151596889887
